"ID","AAA027","XM","SFZH","BMID","XXDZ","YLFZE","KBFY","JBYBZF","DBBX","NBX","WBX","YLJZ","CZDD","DDJGCD","GRZF"
"5038","360502","班知淤","220600196807096260","328","山东省德州市陵城区前门大街0号","32117","18749","10829","0","0","0","0","0","0","21317"
"5039","360502","坚昌保","220600195610286242","328","山东省德州市陵城区前门大街0号","53047","39760","22572","4962","370","3217","2309","0","0","19768"
"5040","360502","班朗脖","220600194702206268","328","山东省德州市陵城区前门大街0号","44046","35945","19033","0","0","0","0","61","0","25012"
"5041","360502","丰伤茂","220600195104146204","330","山东省德州市陵城区前门大街895号","63677","42906","33947","0","0","0","0","0","0","29760"
"5042","360502","泰季钮","220600195310156251","328","山东省德州市陵城区前门大街0号","114077","70068","53863","0","0","0","0","0","0","60244"
"5043","360502","死寐府","220600196407206264","328","山东省德州市陵城区前门大街0号","298068","186769","105824","37076","0","0","0","0","0","155227"
"5044","360502","熊戗晨","220600197605146236","328","山东省德州市陵城区前门大街0号","48605","23432","9007","0","0","0","0","0","0","39629"
"5045","360502","丰苗狰","220600194503156253","328","山东省德州市陵城区前门大街0号","65250","58031","34398","2689","0","0","0","0","0","28223"
"5046","360502","贾小费","22060019540428625X","328","山东省德州市陵城区前门大街0号","75965","61051","36211","3414","0","0","0","0","0","36398"
"5047","360502","尔锐伤","220600195812016240","330","山东省德州市陵城区前门大街895号","72780","41459","24502","0","0","0","0","61","0","48276"
"5048","360502","其锯伤","420803195505205866","278","山东省德州市陵城区前门大街206号","70439","55208","37225","0","0","0","0","0","0","33244"
"5049","360502","闻哎襄","220600194705021381","273","山东省德州市陵城区前门大街562号","148168","128750","76830","19662","0","0","0","0","0","51737"
"5050","360502","闻硝惶","220600195705231340","278","山东省德州市陵城区前门大街206号","170860","136451","78426","23324","0","0","0","0","0","69169"
"5051","360502","何小姥","220600197006281380","273","山东省德州市陵城区前门大街562号","83694","62940","37344","3868","0","0","0","0","0","42542"
"5052","360502","闻凑伤","220600196910101363","278","山东省德州市陵城区前门大街206号","56975","30505","11836","0","0","0","0","0","0","45168"
"5053","360502","坚恩苗","220600197207011352","273","山东省德州市陵城区前门大街562号","99797","75562","21998","18800","0","0","0","0","0","59058"
"5054","360502","邹凑伤","220600196311111367","273","山东省德州市陵城区前门大街562号","192366","127793","64649","15222","0","0","0","61","0","112525"
"5055","360502","屠筋筐","220600194703281307","278","山东省德州市陵城区前门大街206号","55848","48845","28886","485","0","0","0","0","0","26537"
"5056","360502","律筋苗","220600197605171386","273","山东省德州市陵城区前门大街562号","96402","76307","44500","14465","1363","8112","7142","0","0","20971"
"5057","360502","邹府流","220600194203181350","278","山东省德州市陵城区前门大街206号","43856","36395","21416","0","0","0","0","0","0","22469"
"5058","360502","达融阮","220600195403181341","273","山东省德州市陵城区前门大街562号","59242","36119","20819","0","0","0","0","0","0","38453"
"5059","360502","熊流绣","22060019570330135X","273","山东省德州市陵城区前门大街562号","79628","36038","16968","0","0","0","0","0","0","62690"
"5060","360502","坚锯姥","220600196406031300","273","山东省德州市陵城区前门大街562号","79176","58975","43367","0","0","0","0","0","0","35839"
"5061","360502","熊强购","220600196602121362","278","山东省德州市陵城区前门大街206号","55790","39212","23107","0","0","0","0","0","0","32712"
"5062","360502","其淤譬","220600198303211367","278","山东省德州市陵城区前门大街206号","36402","29305","16730","0","0","0","0","0","0","19700"
"5063","360502","闻锯哄","220600195107271369","273","山东省德州市陵城区前门大街562号","76132","42538","17406","3866","0","0","0","0","0","54920"
"5064","360502","何滤埠","220600193808181340","273","山东省德州市陵城区前门大街562号","111517","59800","34596","3632","0","0","0","0","0","73349"
"5065","360502","仲小筋","220600196803135285","333","山东省德州市陵城区前门大街859号","82376","78978","33068","16056","0","0","0","0","0","33312"
"5066","360502","宓禹橡","220600195811086263","333","山东省德州市陵城区前门大街859号","142019","96011","56843","12058","0","0","0","61","0","73147"
"5067","360502","卷垂绣","220600196804175254","333","山东省德州市陵城区前门大街859号","85406","65514","38456","4745","0","0","0","0","0","42265"
"5068","360502","卷小壕","220600197505286266","333","山东省德州市陵城区前门大街859号","65027","47963","26198","1674","0","0","0","0","0","37216"
"5069","360502","何活府","220600195505026262","336","山东省德州市陵城区前门大街376号","59380","51755","30200","1442","0","0","0","0","0","27796"
"5070","360502","卷恩流","220600195707106201","333","山东省德州市陵城区前门大街859号","65520","34582","20329","0","0","0","0","0","0","45221"
"5071","360502","程昌府","430425195511213561","336","山东省德州市陵城区前门大街376号","36107","31243","17462","0","0","0","0","0","0","18674"
"5072","360502","卷凑英","220600193905276253","333","山东省德州市陵城区前门大街859号","74220","64333","51617","0","0","0","0","0","0","22633"
"5073","360502","卷壕英","220600197405265257","333","山东省德州市陵城区前门大街859号","90805","81326","49602","13355","1183","976","7348","0","0","18492"
"5074","360502","吕媚姣","22060020061208535X","333","山东省德州市陵城区前门大街859号","94200","68183","39193","5904","0","0","0","0","0","49163"
"5075","360502","卷筋姥","220600195304016201","333","山东省德州市陵城区前门大街859号","43991","33877","19906","0","0","0","0","0","0","24115"
"5076","360502","其漫府","220600196001226265","331","山东省德州市陵城区前门大街57号","40831","27644","16166","0","0","0","0","0","0","24695"
"5077","360502","尔邮英","220600196409105299","329","山东省德州市陵城区前门大街982号","44539","40081","25414","0","0","0","0","0","0","19154"
"5078","360502","律府伤","220600195704166268","329","山东省德州市陵城区前门大街982号","56167","47922","27469","781","0","0","0","0","0","27977"
"5079","360502","伟姥英","220600195405026257","329","山东省德州市陵城区前门大街982号","67338","57828","32164","3955","0","0","0","61","0","31247"
"5080","360502","伍啃紊","220600200608285340","331","山东省德州市陵城区前门大街57号","33241","18721","14599","0","0","0","0","0","0","18672"
"5081","360502","国匈茂","220600196111276255","329","山东省德州市陵城区前门大街982号","107239","89954","51824","11388","0","0","0","0","0","44087"
"5082","360502","死毡流","220600196509256203","329","山东省德州市陵城区前门大街982号","30565","24512","9439","0","0","0","0","0","0","21156"
"5083","360502","伍课","220600199407301345","291","山东省德州市陵城区前门大街390号","59790","24833","10223","3388","302","4525","8468","92","0","32970"
"5084","360502","漆修","220600199001291351","291","山东省德州市陵城区前门大街390号","50904","44686","25960","0","0","0","0","0","0","24974"
"5085","360502","功锯府","220600196506131368","291","山东省德州市陵城区前门大街390号","114946","91524","52766","11765","0","0","0","0","0","50474"
"5086","360502","邹哪府","220600196801271363","291","山东省德州市陵城区前门大街390号","56470","51356","28666","3641","468","60","1488","0","0","22297"
"5087","360502","邹夜阮","220600195609181363","273","山东省德州市陵城区前门大街562号","53914","32782","20111","0","0","0","0","0","0","33833"
"5088","360502","哈炊栽","220600194805101362","291","山东省德州市陵城区前门大街390号","118992","101226","59452","13574","0","0","0","0","0","46025"
"5089","360502","屠小壕","22060019680919135X","291","山东省德州市陵城区前门大街390号","68065","53088","31433","1504","0","0","0","0","0","35190"
"5090","360502","闻苍磺","220600195205061269","273","山东省德州市陵城区前门大街562号","118422","75646","44968","6917","0","0","0","0","0","66598"
"5091","360502","利嵌伤","220600195903211340","273","山东省德州市陵城区前门大街562号","81692","41581","32887","0","0","0","0","0","0","48835"
"5092","360502","哈诡襄","220600196205201350","291","山东省德州市陵城区前门大街390号","212376","139246","82310","22718","0","0","0","61","0","107376"
"5093","360502","隋拿襄","220600196604161309","291","山东省德州市陵城区前门大街390号","90550","76768","43913","8224","0","0","0","0","0","38473"
"5094","360502","野小壕","220600197308281386","291","山东省德州市陵城区前门大街390号","54238","45019","26990","0","0","0","0","0","0","27277"
"5095","360502","熊哎宝","220600195007021362","291","山东省德州市陵城区前门大街390号","45325","29704","23386","0","0","0","0","0","0","21970"
"5096","360502","甫婪","220600198308051307","291","山东省德州市陵城区前门大街390号","28325","20286","10040","0","0","0","0","61","0","18283"
"5097","360502","达择嵌","220600201004201366","291","山东省德州市陵城区前门大街390号","145751","135114","54599","36820","0","0","0","0","0","54394"
"5098","360502","班强阮","220600193604225866","337","山东省德州市陵城区前门大街87号","38934","32713","19207","0","0","0","0","0","0","19756"
"5099","360502","邹筋钮","220600196310131307","291","山东省德州市陵城区前门大街390号","223921","179701","107132","32051","0","0","0","0","0","84798"
"5100","360502","班滤襄","220600197101085855","337","山东省德州市陵城区前门大街87号","29064","18604","10742","0","0","0","0","0","0","18352"
"5101","360502","律惺磺","220600194202261367","291","山东省德州市陵城区前门大街390号","40693","32242","18925","0","0","0","0","0","0","21798"
"5102","360502","卫惶凑","220600194812061362","291","山东省德州市陵城区前门大街390号","38965","27787","16253","0","0","0","0","0","0","22744"
"5322","360502","国小英","220600196006269758","388","山东省德州市陵城区前门大街949号","32736","13874","7951","0","0","0","0","61","0","24782"
"5323","360502","初断孟","220600194812319765","388","山东省德州市陵城区前门大街949号","57470","48620","28320","690","0","0","0","0","0","28520"
"5324","360502","吕襄钮","220600195101219754","390","山东省德州市陵城区前门大街930号","38707","27292","15523","0","0","0","0","0","0","23215"
"5325","360502","延愚羌","220600194704199751","390","山东省德州市陵城区前门大街930号","157928","63758","37403","4324","0","0","0","0","0","116262"
"5326","360502","国鄂襄","220600194607272355","299","山东省德州市陵城区前门大街624号","34368","26749","15629","0","0","0","0","0","0","18769"
"5327","360502","伍诡哲","220600197110172395","299","山东省德州市陵城区前门大街624号","40348","24856","14062","0","0","0","0","0","0","26317"
"5328","360502","国修","220600199712072307","294","山东省德州市陵城区前门大街819号","36954","25962","11879","0","0","0","0","0","0","25105"
"5329","360502","谬效猱","220600201210062352","295","山东省德州市陵城区前门大街742号","49957","36725","21184","0","0","0","0","0","0","28804"
"5330","360502","孛宙譬","220600196101132362","295","山东省德州市陵城区前门大街742号","51172","44315","26168","0","0","0","0","0","0","25032"
"5331","360502","犁壕府","220600196407232331","294","山东省德州市陵城区前门大街819号","66263","59800","35028","3373","0","0","0","0","0","27922"
"5332","360502","允嗓英","220600195604142357","299","山东省德州市陵城区前门大街624号","85822","53078","30995","1760","0","0","0","0","0","53126"
"5333","360502","熊围矣","220600194708102363","294","山东省德州市陵城区前门大街819号","100699","86284","51545","9353","0","0","0","0","0","39862"
"5334","360502","仙慌襄","220600195707262300","299","山东省德州市陵城区前门大街624号","30761","17690","10194","0","0","0","0","0","0","20597"
"5335","360502","卷团府","220600195511272347","299","山东省德州市陵城区前门大街624号","40512","31013","18188","0","0","0","0","0","0","22355"
"5336","360502","吕好搪","220600193705132378","299","山东省德州市陵城区前门大街624号","38484","33298","18695","0","0","0","0","0","0","19819"
"5337","360502","犁衰襄","220600195011172307","299","山东省德州市陵城区前门大街624号","174358","120529","47077","32581","0","0","0","0","0","94759"
"5338","360502","力波","220600195905102375","300","山东省德州市陵城区前门大街388号","56291","47113","28759","425","0","0","0","0","0","27166"
"5339","360502","吕衣哲","220600196111042301","293","山东省德州市陵城区前门大街16号","114109","100468","55541","15466","0","0","0","0","0","43164"
"5340","360502","尔匈姥","220600195010112361","302","山东省德州市陵城区前门大街854号","287114","190345","80156","54714","88","0","505","0","0","151770"
"5341","360502","犁小留","22060019760618236X","293","山东省德州市陵城区前门大街16号","64570","55583","32498","2362","0","0","0","0","0","29771"
"5342","360502","长苗费","22060019520818239X","300","山东省德州市陵城区前门大街388号","34568","23639","12899","0","0","0","0","0","0","21700"
"5343","360502","谭蚀譬","220600200503192367","302","山东省德州市陵城区前门大街854号","405678","272305","106636","101476","21920","39103","36030","0","0","100663"
"5344","360502","班跪孟","220600196304262271","298","山东省德州市陵城区前门大街124号","47977","42019","16441","3857","0","0","0","0","0","27739"
"5345","360502","贾襄谅","220600196004272355","296","山东省德州市陵城区前门大街280号","62743","58157","35521","2092","0","0","0","0","0","25190"
"5103","360502","律小淤","220600196605251365","291","山东省德州市陵城区前门大街390号","53412","49032","18095","7380","0","0","0","0","0","27996"
"5104","360502","坚海堵","220600196007256246","332","山东省德州市陵城区前门大街973号","43064","35400","20388","0","0","0","0","0","0","22706"
"5105","360502","初锯绣","220600196006286259","332","山东省德州市陵城区前门大街973号","54356","48613","27883","2048","0","0","0","0","0","24484"
"5106","360502","力小英","220600197302176251","332","山东省德州市陵城区前门大街973号","43438","37506","21220","0","0","0","0","0","0","22248"
"5107","360502","坚知稍","220600194003036263","332","山东省德州市陵城区前门大街973号","51493","38675","29452","0","0","0","0","0","0","22072"
"5108","360502","坚嗓英","220600195704096255","332","山东省德州市陵城区前门大街973号","114862","88459","52224","10252","0","0","0","0","0","52447"
"5109","360502","贾譬","220600197710255266","331","山东省德州市陵城区前门大街57号","73639","56190","33294","2248","0","0","0","0","0","38158"
"5110","360502","坚凉府","220600195712216261","332","山东省德州市陵城区前门大街973号","30846","14167","7694","0","0","0","0","61","0","23150"
"5111","360502","熊季钮","220600194804206250","332","山东省德州市陵城区前门大街973号","47204","33514","19688","0","0","0","0","0","0","27546"
"5112","360502","坚小局","220600197010226261","332","山东省德州市陵城区前门大街973号","114792","95486","55144","15719","1931","3637","6366","0","0","32147"
"5113","360502","贾贤唁","220600197308236243","331","山东省德州市陵城区前门大街57号","47404","39954","20542","157","0","0","0","0","0","26765"
"5114","360502","坚顾栽","220600195003296262","332","山东省德州市陵城区前门大街973号","38562","33008","17090","0","0","0","0","61","0","21470"
"5115","360502","隋瘪惶","220600199207301367","287","山东省德州市陵城区前门大街629号","74680","63108","23725","12139","0","0","0","0","0","38875"
"5116","360502","卫小恩","220600197208091374","287","山东省德州市陵城区前门大街629号","38011","13997","5233","0","0","0","6602","0","0","26236"
"5117","360502","班活筋","220600196110111360","274","山东省德州市陵城区前门大街842号","41395","35702","20569","0","0","0","0","0","0","20856"
"5118","360502","隋拿唁","220600197004021366","287","山东省德州市陵城区前门大街629号","129193","110118","62627","17005","0","0","0","0","0","49622"
"5119","360502","班讯","220600199410031366","274","山东省德州市陵城区前门大街842号","89430","40662","23977","0","0","0","0","0","0","65483"
"5120","360502","班押缦","22060020120423121X","274","山东省德州市陵城区前门大街842号","136764","61105","24077","10728","0","0","0","0","0","102020"
"5121","360502","丰毡花","220600194509281354","287","山东省德州市陵城区前门大街629号","96299","83005","50773","7829","0","0","0","0","0","37757"
"5122","360502","乙贤流","220600197303291307","274","山东省德州市陵城区前门大街842号","46210","29447","15952","0","0","0","0","0","0","30287"
"5123","360502","班筋花","220600198904031855","274","山东省德州市陵城区前门大街842号","48786","47939","18426","8327","0","0","2527","0","0","19597"
"5124","360502","功晴保","220600196906221370","287","山东省德州市陵城区前门大街629号","56236","27566","15688","0","0","0","0","0","0","40578"
"5125","360502","卫衰茂","220600195802281358","287","山东省德州市陵城区前门大街629号","29720","17429","10037","0","0","0","0","0","0","19714"
"5126","360502","针拿皮","22060019651214136X","287","山东省德州市陵城区前门大街629号","43297","32651","19170","0","0","0","0","0","0","24157"
"5127","360502","针栽阮","220600195806211322","287","山东省德州市陵城区前门大街629号","104531","92594","54416","11417","0","0","0","0","0","38758"
"5128","360502","班哎惶","220600194102281360","274","山东省德州市陵城区前门大街842号","44052","39449","21953","0","0","0","0","0","0","22129"
"5129","360502","闻小唁","22060019770718134X","279","山东省德州市陵城区前门大街63号","27294","21680","8738","0","0","0","0","61","0","18553"
"5130","360502","闻哎壕","220600197405161853","287","山东省德州市陵城区前门大街629号","52826","40888","24113","0","0","0","0","0","0","28744"
"5131","360502","熊榨钮","220600196712061380","278","山东省德州市陵城区前门大街206号","112837","89476","55578","16159","1684","6826","13315","0","0","19424"
"5132","360502","闻贤保","220600196102151346","279","山东省德州市陵城区前门大街63号","235844","151639","88404","27960","2406","13326","7952","0","0","95946"
"5133","360502","闻小逐","220600197105151346","279","山东省德州市陵城区前门大街63号","26398","13297","7559","0","0","0","0","0","0","18869"
"5134","360502","宓棉欺","220600195701171387","279","山东省德州市陵城区前门大街63号","32058","12222","4139","0","0","0","0","0","0","27950"
"5135","360502","达锐绣","220600196110121382","279","山东省德州市陵城区前门大街63号","98916","75666","45026","6941","0","0","0","61","0","46978"
"5136","360502","镇嵌花","341502198003230158","278","山东省德州市陵城区前门大街206号","22248","13760","4116","0","0","0","0","0","0","18162"
"5137","360502","段迎饯","220600201209191341","278","山东省德州市陵城区前门大街206号","30720","19283","9481","0","0","0","0","0","0","21269"
"5138","360502","宓诡府","22060019580727136X","279","山东省德州市陵城区前门大街63号","81266","57146","33868","2477","0","0","0","0","0","44981"
"5139","360502","班诡锋","542124198110172007","279","山东省德州市陵城区前门大街63号","52531","27816","15838","0","0","0","0","0","0","36722"
"5140","360502","伍珐钮","22060019690111121X","290","山东省德州市陵城区前门大街288号","44334","39701","15515","3022","0","0","0","0","0","25858"
"5141","360502","邹雪请","220600197205201304","290","山东省德州市陵城区前门大街288号","62738","50964","27998","2462","262","0","938","0","0","31198"
"5142","360502","班巢矣","22060019560307134X","276","山东省德州市陵城区前门大街309号","44260","42346","23692","0","0","0","0","0","0","20598"
"5143","360502","孛凑伤","220600195209281365","290","山东省德州市陵城区前门大街288号","43643","30000","17580","0","0","0","0","0","0","26093"
"5144","360502","邹府流","220600196209071354","290","山东省德州市陵城区前门大街288号","45160","41149","21246","452","0","0","0","0","0","23521"
"5145","360502","伍晴灼","220600195403151361","290","山东省德州市陵城区前门大街288号","156916","140183","86275","20855","0","0","0","0","0","49847"
"5146","360502","闻渺流","220600195702251303","276","山东省德州市陵城区前门大街309号","66011","55202","31837","2530","0","0","0","0","0","31704"
"5147","360502","利苗襄","220600195306201355","290","山东省德州市陵城区前门大街288号","42936","31337","18706","209","0","0","0","0","0","24082"
